ください	830775295	ja	he	お入りください。	בואו הכנסו פנימה.	בואו לא נלך.	בואו ננוח כאן.	פניו התעוותו מאימה.	הוא התפרץ בחימה.	היא נכנסה פנימה.	בואו נאכל סושי.
ください	830775295	ja	he	お入りください。	תיכנסי בבקשה.	התכוונו לטוב.	תום קשוב.	תום נכשל?	אתם חולמים?	הם נמעכו.	זה אבסורד.
ください	830775295	ja	he	お入りください。	יבוא!	התרשמנו.	נורית?	לכו!	הוזמנת?	היכונו.	רקדתי.
ください	830775295	ja	he	お入りください。	היכנס בבקשה.	אני משוחדת.	החוק לימיני.	קמתי מוקדם.	כאן ועכשיו.	טום פוטר.	היית מרוצה?
ください	883835294	ja	he	お座りください。	נא לשבת.	כולם רותחים.	הם מאושרים.	מישהו בבית?	אני באה.	איזו מציאה!	הועמדו תנאים.
ください	155273857	ja	he	お水をください。	מים בבקשה.	תום ערק.	זה מטופש.	כולם יודעים.	שחיתי בנהר.	הוא ימני.	תבחני אותן.
ください	804482429	ja	he	これください。	אקח את זה.	טעם את זה.	אקח אותך אליה.	אקח אותך הביתה.	תחמם את זה.	תום לא ענה.	חם מאד היום!
ください	883835294	ja	he	お座りください。	שבי בבקשה.	תום שיקר?	אנו הרפתקנים.	חובותיו מצטברים.	תום חסון.	הכאב עבר.	שלושתנו סטודנטים.
ください	883835294	ja	he	お座りください。	שבו בבקשה.	הם מטומטמים.	היכן הנער?	אלה אמיתיים.	אתם פסימיסטים.	שמועות עפות.	אתם בדכאון.
ください	883835294	ja	he	お座りください。	תתיישבו בבקשה.	תום זועם.	שניהם מחייכים.	קח הכול.	תשארו מאחור.	תרד ממנה.	ערוך תחזית.
ください	156319767	ja	he	お楽しみください！	תהנה שלך!	14:00.	אוי מגניב.	הפטריוטים.	אנחנו נעשה!	מי שר?	מי ניצח?
ください	641245782	ja	he	コークをください。	קולה בבקשה.	החיים מהנים.	תום פיזיקאי.	תהיה הוגן.	אתה טעון.	הייתי בודדה.	היא עדינה.
ください	830775295	ja	he	お入りください。	בואי תיכנסי.	זה מביך.	ביקרתי ברומא.	חזרו מחר.	אני מתבדח.	הקו תפוס.	הכל כמתוכנן.
ください	830775295	ja	he	お入りください。	היכנסי בבקשה.	זה רחוק?	כולם דומים.	הם חד-פעמיים.	את באה?	אתה רגיש?	תודה שהתקשרתם.
ください	830775295	ja	he	お入りください。	בוא תיכנס.	תום טרחן.	תרכיב משקפיים.	לא חשוב.	לכי בעקבותיו.	איך ההורים?	תום הוכה.
ください	830775295	ja	he	お入りください。	בואי הכנסי פנימה.	בואי נלך לרקוד.	ג'יין ילדה מקסימה.	תום היה פנטסטי.	בואי מוקדם הביתה.	שמך נמחק מהרשימה.	תיכנסי בבקשה פנימה.
ください	830775295	ja	he	お入りください。	בואו תיכנסו.	אני מובטל.	בוא למטה.	אל תתערב!	היא מצרפת.	בואי תיכנסי.	הוא מתחיל.
ください	830775295	ja	he	お入りください。	תכנס בבקשה.	משתלם לפרסם.	היין טוב.	תום בצרות.	הבא יין.	כולנו הסכמנו.	זה למעלה.
ください	425311050	ja	he	ビールをください。	בירה, בבקשה.	שמי הופקינס.	איפה משקפיי?	אבי מעשן.	נישאר בקשר.	אני מתרשם.	נו, ו...?
ください	830775295	ja	he	お入りください。	בוא כנס פנימה.	תום רץ פנימה.	בוא מחר בבוקר.	בוא נגיע לפשרה.	אני מבין למה.	לא, לא באמת.	בוא נעיף מבט.
見	1022214514	ja	he	私は何も見なかった。	לא ראיתי דבר.	לא שמעתי הרבה.	לא חשתי דבר.	ההר הוליד עכבר.	לא חשדתי בכלום.	דבר לא זז.	לא אכלתי דבר.
見	2949686729	ja	he	私を見て。	תסתכל עליי.	התחלתי לרקוד.	אתם אכזריים.	חמים היום.	עליך לעזוב.	שקול זאת.	הם השתתקו.
見	1046926219	ja	he	私は何も見られません。	איני רואה דבר.	מלאו אסמנו בר.	תראו מי מדבר.	איני סבור כך.	אינני מוקיע אותך.	איני ישן היטב.	בוא לא נדבר.
見	1184519184	ja	he	誰を見たの？	את מי ראית?	צפו בירח המלא	אז נתראה מאוחר יותר.	זה האהוב עליי!	מי הם?	את מי אתה אוהב?	את מי הייתם שואלים?
見	2041586704	ja	he	見て！	הבט!	חצות.	התברברנו.	השתגעת?	בואי!	שיבוא!	מספיק.
見	2949686729	ja	he	私を見て。	הביטי בי.	המחזה נגמר.	חבק אותו!	הוא צודק?	אינשא לך.	הוא מפיימונטו.	הוא תלמיד.
見	1046926219	ja	he	私は何も見られません。	אני לא מצליח לראות שום דבר.	אני פשוט לא דוקר שום דבר.	אני לא שומע שום דבר אף פעם.	אני חייבת להחליף את החיתול של התינוק.	אני לא יודע עליה שום דבר.	אני מהמר שאין לטום שום תוכניות.	אני פשוט לא דוקרת שום דבר.
見	1046926219	ja	he	私は何も見られません。	אני לא מסוגל לראות שום דבר.	שום דבר לא מולד משום דבר.	אני פשוט לא דוקר שום דבר.	אני יכולה להתחפף מתי שרק ארצה.	אני מתכוונת לתת לבני מחשב בסוף החודש.	לא רע, אבל אני קצת עייף.	אני לא מבין שום דבר בניהול עסק.
見	844500492	ja	he	見た	ראה	עֲלוּת	נְהִיגָה	הַצָעָה	תַבְנִית	אִישִׁי	תַהֲלִיך	לוּחַ זְמַנִים
見	844500492	ja	he	見た	צפה	מְטוּרָף	רגליים	זְכוּכִית	רעיונות	אֲדָמָה	לְהַדגִישׁ?	בַּקָשָׁה
見	1472384421	ja	he	彼を見て。	רק תביט עליו.	רק תתעלם ממנו.	הוא מוכן עכשיו.	רק תגיד משהו.	רק תביט החוצה.	רק תתחיל מחדש.	כבד את רגשותיו.
見	1472384421	ja	he	彼を見て。	פשוט תסתכל עליו!	פשוט נצטרך להמתין.	אני משוגעת עליו!	פשוט תעזור לי.	תנחה את הדרך.	פשוט תשפכי פנימה!	אנחנו לא לבדנו.
見	2103624418	ja	he	何を見ますか？	במה אתה צופה?	צפית בתוכנית חברים?	את צופה בתוכניות מפורסמות, לוסי?	אני צופה בזה לפעמים.	צפה במשחק	צפו בחיות הבר	כדאי לצפות בזה!
見	2426697910	ja	he	彼を見てたの？	הסתכלת בו?	נשמתי החוצה.	בואי נעזוב.	את יצירתית.	המגבות מלוכלכות.	אנו יודעים.	בידקי מסביב.
見	1704258	ja	he	見たか？	צפית בזה?	ימיך ספורים.	נכנסתי לפניקה.	היית אומלל?	עלי להתחיל?	תגידי בבקשה.	אנחנו אלים.
見	556618722	ja	he	私は何も見ません。	איני רואה דבר.	מלאו אסמנו בר.	תראו מי מדבר.	איני סבור כך.	אינני מוקיע אותך.	איני ישן היטב.	בוא לא נדבר.
見	556618722	ja	he	私は何も見ません。	אני לא מסוגל לראות שום דבר.	שום דבר לא מולד משום דבר.	אני פשוט לא דוקר שום דבר.	אני יכולה להתחפף מתי שרק ארצה.	אני מתכוונת לתת לבני מחשב בסוף החודש.	לא רע, אבל אני קצת עייף.	אני לא מבין שום דבר בניהול עסק.
見	556618722	ja	he	私は何も見ません。	אני לא מצליח לראות שום דבר.	אני פשוט לא דוקר שום דבר.	אני לא שומע שום דבר אף פעם.	אני חייבת להחליף את החיתול של התינוק.	אני לא יודע עליה שום דבר.	אני מהמר שאין לטום שום תוכניות.	אני פשוט לא דוקרת שום דבר.
見	556618722	ja	he	私は何も見ません。	אני לא רואה כלום.	הם מינו אותי לקפטן.	אני אהיה שם בחמש.	לא ידעתי כמעט כלום.	אני מתגעגעת אלייך נורא.	בלעדיך אני לא כלום.	הוא לא זוכר כלום.
見	1046926219	ja	he	私は何も見られません。	אני לא רואה כלום.	הם מינו אותי לקפטן.	אני אהיה שם בחמש.	לא ידעתי כמעט כלום.	אני מתגעגעת אלייך נורא.	בלעדיך אני לא כלום.	הוא לא זוכר כלום.
見	844500492	ja	he	見た	מַסוֹר	ביולוגיה.	אִישִׁיוּת מְפוּרְסֶמֶת	צוחק	סַבְלָנוּת.	אסטרטגיות	מַפתִיעַ	נוסעים
見	844500492	ja	he	見た	הסתכל	רופאים	לָשִׁיר	לְדַבֵּר	ספורט	סיפורים	לִשְׂחוֹת	יְרָקוֹת
見	1022214514	ja	he	私は何も見なかった。	לא ראיתי שום דבר.	אני מרוצה מכל דבר.	שום דבר לא נהרס.	לא אמרתי שאפשר לאכול.	לא אתן לתום למות.	הוא מנפח כל דבר.	שום דבר לא הצליח.
見	1022214514	ja	he	私は何も見なかった。	לא ראיתי כלום.	לא אשקר לה.	לא ראיתי אותך.	לא ראיתי דבר.	חם מאד היום.	לא ראיתי איש.	לא ברכתי לשלום.
見	451359232	ja	he	見たよ。	כן ראיתי את זה.	תום הכיר את זה.	כן, הייתי שם אתמול.	כן. אתה צודק לגמרי.	תום הציע את זה.	תום צבע את זה.	כן! ניצחתי פעמיים רצופות!
見	1472384421	ja	he	彼を見て。	הבט בו.	היא שנונה.	את נוהגת.	אני בוגרת.	אתם מגוחכים.	כולם הסתלקו.	אתה טלפתי?
見	2041586704	ja	he	見て！	הסתכל!	תוותר.	הצטלבת.	ביי!	הפסדתי.	יבוא!	שכחתן?
見	117706656	ja	he	見てたの？	הסתכלת?	תמזוג!	תרשם.	התנצלתי.	תתרחק!	רמית.	יופי!
見	2197713544	ja	he	見	מַבָּט!	בסדר!	קֶטשׁוֹפּ.	מומיות?	טאפאס?	שְׁלוֹשָׁה.	וואו!
見	2949686729	ja	he	私を見て。	רְאה אותי.	אתה קשוח?	תום כשורה.	אני מוצף.	הוא המתין.	נתקפתי חרדה.	חייך בבקשה.
行く	1656694696	ja	he	行くよ。	אני עומד לצאת.	אתה חופשי לצאת.	אני עובד מדינה.	אני מדבר אליך!	אני עומד להקיא.	היא יודעת זאת.	אני עומד לבכות!
行く	3942685591	ja	he	彼も行くでしょう。	גם הוא ילך.	גם אחרים חושבים.	גם הוא סופר.	גם ספוט הלך?	הם סלחו לך.	הוא בגד בך.	תלוי רק בך.
行く	1656694696	ja	he	行くよ。	בואי נלך.	אתם הוגנים.	האמנו לכם.	אני מסוכן.	היית בסכנה.	הייתי בודד.	חכי למשטרה.
行く	1656694696	ja	he	行くよ。	אלך.	התרשמנו.	מובן.	נפגעתי.	תזדקף!	שרדנו.	כרצונך.
行く	1656694696	ja	he	行くよ。	בואו נלך!	בדיוק גמרנו.	זה אריה.	היינו שותפים.	קח קלף.	אני מהמהמת.	מי שילם?
行く	3879194039	ja	he	彼が行くのは確実だ。	זה סופי שהוא ילך.	זה הולך ממש טוב.	אארגן את זה בשבילך.	תפסיקו להעליב את תום.	עשיתי את זה בשבילך.	זה צבע שיהלום אותך.	זה היה ארנב רע.
行く	1656694696	ja	he	行くよ。	נלך.	הורעלתי.	פתחתי.	סוממתי.	אצעק.	נדפקנו.	התמתנתי.
行く	1656694696	ja	he	行くよ。	אני עומד ללכת.	לתום יש רככת.	אני חצי יהודי.	אני צריכה מעטפה.	אני צופה בסרט.	זאת שפה מסובכת.	אתה רשאי ללכת.
行く	1656694696	ja	he	行くよ。	בוא נלך!	אתם דוחים.	מוסכם, בתנאי:	רוצה מכות?	תום נבון.	תום מרוגש.	זאת אשמתכם.
行く	1656694696	ja	he	行くよ。	בואו!	תאטי!	התעייפתם?	התפתלתי.	התלבשו!	ניסית.	תרד!
行く	1656694696	ja	he	行くよ。	קדימה!	התבגרנו.	הפלגת?	רצחתי.	הסתתרתי.	שלום.	השתקמתי.
行く	1656694696	ja	he	行くよ。	בואו נלך.	זה עצום.	המקרר מלוכלך.	הוא בסדר?	הבטריה מתה.	תרים יד.	אנחנו מתחילים.
行く	1733419267	ja	he	行く	הולך	דוֹב	פַּעֲמוֹן	דַיִג?	תְנוּמָה	נֶכֶס	יורד גשם	דַף
行く	3812173198	ja	he	私は行くべきでしょうか。	שאלך?	התוודתי.	נכשלנו.	סתוֹם!	ידעתי.	תבשל?	התעייפתם?
行く	337208136	ja	he	君も行くか。	את באה גם כן?	זה לא די מסוכן?	זה נכון, לא כן?	האם גם את תלכי?	את מאמינה לעניינים האלה?	את יפה, את יודעת?	את יכולה להמתין רגע?
行く	296568887	ja	he	行くの？	אתה הולך?	הוא שוטה.	מי צילם?	נמתין ונראה.	תודה, יוקינה.	חשבתי עליך.	ראית משהו?
行く	1656694696	ja	he	行くよ。	בוא נלך.	תן לי לשמוע	בואו להוקיר אותם!	בוא נאכל.	בואו נתחיל.	אז בואו נתחיל!	בוא נראה סרט.
行く	1656694696	ja	he	行くよ。	הבה נלך.	אנחנו נבדוק.	זמננו קצר.	זה גמור.	איפה המפה?	הערת אותי.	תום מוסלמי.
行く	337208136	ja	he	君も行くか。	האם גם את תבואי?	האם אתם רואים משהו?	האם זהו האוטובוס לאוקספורד?	האם את רואה מישהו?	אינני חושבת שאצליח להגיע.	יש לך ביטוח רפואי?	תבואי גם את אתנו?
行く	1656694696	ja	he	行くよ。	אני אלך.	אנטוני משחק.	התעלמי מזה.	את אגדית.	הפסוק נמחק.	השתתפתי בשיחה.	אני מורה.
行く	337208136	ja	he	君も行くか。	גם אתה בא?	את אתו, לא?	גם תום התנדב.	גם אתה, בני.	גם תום התרשם.	מתי אתה בא?	תלך, או לא?
行く	337208136	ja	he	君も行くか。	האם גם את תלכי?	האם זה מוצר שווייצרי?	האם את משתעממת פה?	האם אתה דובר אספרנטו?	האם תכבס את חולצתי?	האם אתה חש בטוב?	האם את שוקלת פחות?
行く	337208136	ja	he	君も行くか。	האם גם אתם תלכו?	האם תצפה במשחקים האולימפיים?	לבו של ג'ורג' נשבר.	האם זה יוצר בשווייץ?	האם הוא גר כאן?	מה הבעיה עם טום?	אני לא עושה כלום.
行く	1656694696	ja	he	行くよ。	בואי נלך!	תום מוכשר?	שניכם בסדר?	שְׁכַח מִזֶה!	עצור אותו!	כייסו אותי.	תקפל כאן.
行く	337208136	ja	he	君も行くか。	האם גם אתה תלך?	בן כמה הבן שלך?	מה שם הכלב שלך?	האם הם אוהבים תפוזים?	האם מישהו שומע אותי?	הוא טילפן שהוא יאחר.	מה עוד נחוץ לך?
行く	337208136	ja	he	君も行くか。	גם אתה תבוא?	באיזה יום תבוא?	גם לתום כיף.	מזג האוויר ערפילי.	אתה יכול לבוא?	גם אני אבא.	גם תום נכשל.
行く	72841470	ja	he	行く？	לָלֶכֶת!	אה	בתקווה.	אֵיך?	אוּלַי!	לֹא.	לִרְאוֹת?
行く	1686801130	ja	he	誰が行くの？	מי ילך?	התרחק מהחלונות.	תצטרף לשירה.	אתן מתכוננות.	תבלה נהדר.	מי מתלונן?	מדע מלהיב.
行く	3812173198	ja	he	私は行くべきでしょうか。	האם עלי ללכת?	לאן היא הולכת?	מתי רצית ללכת?	האם אתה חולה?	האם את מבינה?	את יכולה ללכת?	האם את רעבה?
行く	123244721	ja	he	君が行くのだ。	אתה מוכרח ללכת.	אתה מתחמק ממני?	לתום יש רככת.	אתה לומד כימיה?	השעון עמד מלכת.	אני עומד ללכת.	אתה כועס עליי?
持っ	3614816612	ja	he	持っ	יש	אֲמֶרִיקָאִי	בֵּין	אֵלֵמֶנט	מֶמְשָׁלָה	צְמִיחָה	בינלאומי	רמות
持っ	4024547328	ja	he	私は疑いを持った。	היו לי ספקות.	היו שני נמנעים.	טפל בה כיאות.	היו לנו ספקות.	זה סתם שטויות.	יש לכם בעיות.	היו שני גשרים.
持っ	338146092	ja	he	私も持っています。	גם לי יש אותם.	יש לכם רעיונות?	אני אוהב יין לבן.	הלכתי ממש גבוה.	זה קל!	הקונצרט היה מדהים.	מה היה לך?
持っ	3073893824	ja	he	金持ってんのか？	יש לך כסף?	יש חור בשק.	אין לך כסף?	יש עליך עט?	שלחתי לך כסף.	יש לי זכויות.	זה היה כיף?
持っ	3813859262	ja	he	持っていた	היה	מַאֲפִיָה	סרטים תיעודיים	דֶשֶׁן	תחביבים	קְוֵקֶר	פנקייקים	פילוסופים
持っ	3530800014	ja	he	チケットを持ってないの。	אין לי כרטיס נסיעה.	חבריי ניסו לעודד אותי.	אל תזוז. אני מגיעה.	הרכבת עוד לא הגיעה.	אין לי שום אויבים.	אין תשלומי שירות סמויים.	אין איש ליד הדלת.
持っ	308966407	ja	he	持っています。	יש לי אחד.	יש בינינו מחלוקת.	קרא את המד.	יש לי תקנים.	יש לי בת.	קר לי מאד.	יש לתום מחויבויות.
持っ	1507254138	ja	he	私は持っている！	יש לי!	בעצם כן.	אני מסכים.	כל כך חצוף!	תודה, וויליאם!	נחמד מאוד.
持っ	2565343555	ja	he	パスポートは持った？	יש ברשותך את דרכונך?	יש לי כאבי גב.	יש לי חופש היום.	הלחם הזה הוא מעדן.	יש במלון חנות צילום?	כולם פרצו לפתע בצחוק.	יש לה בת גדולה.
持っ	2819963003	ja	he	私は疑問を持った。	היו לי ספקות.	היו שני נמנעים.	טפל בה כיאות.	היו לנו ספקות.	זה סתם שטויות.	יש לכם בעיות.	היו שני גשרים.
持っ	3274410978	ja	he	武器は持ったか？	אתה מזויין?	אתה מסוכן.	תום נקטע.	מה הנושא?	תום פלצני.	תום התחרט.	אנחנו סטז'רים.
持っ	3530800014	ja	he	チケットを持ってないの。	אין לי כרטיס.	אתה כזה זִיס.	בעלי התעניין בספורט.	אין לי איש.	אני אוהב טניס.	אני טוב בטניס.	אין לו מחשב.
持っ	4181484779	ja	he	ガム持ってない？	יש לך מסטיק?	יש לזה תוחלת?	זה גדול מספיק?	יש חלב במקרר.	קניתי לה שעון.	כמה זה מדויק?	יש לתום חשמל.
持っ	4181484779	ja	he	ガム持ってない？	יש לך גומי לעיסה?	יש לנו טונות כסף.	יש לנו מזון בשפע.	תלית אי פעם כביסה?	כמה עפרונות יש לך?	האם יש לך הכל?	יש לך חדר פנוי?
持っ	2348363342	ja	he	切符持ってますか？	האם יש לך כרטיס?	האם ראית מישהו אחר?	אני אטפל בבעיה בעצמי.	האם הגעת הנה לבדך?	האם יש לצבים שיניים?	זהו רק קצה הקרחון.
持っ	245902704	ja	he	パソコンは持ってます。	אני בעל מחשב.	נוכל לשוחח בפרטיות?	אני עדיין מתלבט.	בוא לכאן ושב.	אני גר בהונגריה.	אני עייף עכשיו.	אני רוצה מחשב.
持っ	635700844	ja	he	キャンプ用品は持ってないよ。	אין לי שום ציוד מחנאות.	אין לנו שום דבר במשותף.	אין בירה לפני השעה ארבע!	תום טען שהוא חף מפשע.	אני מודה על ההזמנה, אבל...	אין לי שום דרך לדעת.	קניתי עט אבל איבדתי אותו.
持っ	1240271464	ja	he	何を持ってるの？	מה יש לך?	יש להם פסטה?	יש לי שתי אחיות.	תודה, אני אעשה זאת.	זה נשמע טעים.	זה מדהים!	מה אתה מצלם?
持っ	245902704	ja	he	パソコンは持ってます。	יש לי מחשב.	יש קצת כאב.	זה כה עצוב.	אני לא רעב.	יש לי וידוי.	יש לו ספר.	יש לנו גלימות.
持っ	2352671373	ja	he	誰かiPhoneの充電器持ってませんか？	יש למישהו מטען לאייפון?	שלושה הצביעו נגד הרעיון.	יש לי דלקת באוזן.	יש לו רעיונות מוזרים.	תום לבוש חליפה שחורה.	הסרטן התפשט לכמה איברים.	יש לך טלפון נייד ?
持っ	3073893824	ja	he	金持ってんのか？	יש לך קצת כסף?	יש לסכין להב חד.	מי לקח את הכסף?	אין לנו זמן לדון.	האם יש להם כסף?	יש לשאול את המורה.	יש לך חברים רבים?
持っ	3457268469	ja	he	彼女は何を持っていますか。	מה יש לה?	מה יש בטלוויזיה?	מה יש שם?	מה יש בקופסה?	האם זה זה?	יש לכם מפה?	מה עלה בדעתכם?
持っ	245902704	ja	he	パソコンは持ってます。	יש בבעלותי מחשב.	יש לתום סייעים.	אנחנו משחקות במחשב.	יש לו מחבט.	שמור על מוטיבציה.	אולי מוטב שתתחשב.	יש חמש יבשות.
持っ	837001912	ja	he	持ってくる	מוּבָא	תַקצִיר	חַקלאַי	טוּב לֵב	אִינפלַצִיָה	רומנים	סמארטפון	טיפולים
持っ	964967223	ja	he	パジャマを持ってきます。	אני אביא את הפיג'מה.	תבריא במהרה, לילי!	איך נשיג מספיק?	אני אוהב נקניק במקום.	אני אוהב את החוף!	כן, אני אקבל.	כן, זה תמיד פיצוץ.
持っ	160087944	ja	he	こっちに持ってきて。	הביאי את זה לכאן.	הביאי לי כוס קפה.	כתוב את כתובתך כאן.	שלום! אני ירוק כאן.	המשטרה מפזרת את המפגינים.	זה לא קרה מעולם.	אל תבטח באיש כאן.
持っ	160087944	ja	he	こっちに持ってきて。	תביא את זה לכאן.	אני חושב שתום כאן.	ראיתי אותו נס מכאן.	תביא את הציוד שלך.	אתה אל תתערב כאן.	תביא לי את המפתח.	תביא את תום לכאן.
持っ	70238965	ja	he	トラベラーズチェックは持ってねーのか。	יש לך המחאות נוסעים?	מונח תפוח על הספה.	יש לה יתרון קטן.	יש לי שתי בנות.	הוא מתרגם מצרפתית ליפנית.	יש משרה פנויה למזכירה.	את מי עכשיו העלבתי?
持っ	160087944	ja	he	こっちに持ってきて。	תביאו את זה לכאן.	תביאו לי את זה.	הביאי את זה לכאן.	לכן אני נמצא כאן.	תביא את זה לכאן.	תביאו לי רופא אחר.	תודה. אנא עצרו כאן.
持っ	1021700962	ja	he	何を持って行けばいいですか。	מה עליי להביא?	במה אתה בקיא?	מה אתה מחביא?	מה מבשלים במטבח?	מה עליי לעשות?	מה פופולרי כיום?	מה נכנס בהם?
食べ	1010257453	ja	he	私は何か食べたい。	אני רוצה לאכול משהו.	היית יכול לומר משהו.	אני רוצה לאכול מנגו.	אני מוכנה ללכת בעקבותיך.	אני חייבת לאכול לאט.	אני כמהה אליך חזק.	אני עובדת במשמרות כפולות.
食べ	2084499666	ja	he	何が食べたいですか。	מה את רוצה לאכול?	כן? מה את מחפשת?	איפה את רוצה לאכול?	את מה אתה מחפש?	את מה הם רצו?	מה עוד תרצי לאכול?	כמה זה בסך הכול?
食べ	657792694	ja	he	何を食べますか？	מה אתה אוכל?	מתגעגעים לאכילת בשר?	כולם אוכלים טבעוני בימינו.	זה כמו לאכול בבית?	מה עם טמפורה?	מה הכנת?	תוך כדי הליכה, אוכל, אפילו המתנה.
食べ	1010257453	ja	he	私は何か食べたい。	הייתי רוצה לאכול משהו.	בוא ננסה לארגן משהו.	נצל את החופשות שלך.	הייתי רוצה כוס קפה.	אל תשתומם, עשה משהו.	הייתי בבוסטון לפני שנה.	הייתי מבקש לשתות משהו.
食べ	1406105239	ja	he	何を食べたいですか？	מה בא לך לאכול?	עד כמה זה גדול?	יש לך בית גדול?	אני יודע שזה קשה.	מה פרוש מלחמת שוורים?	מה שלומו של טום?	מה עוד צריך להשתנות?
食べ	2084499666	ja	he	何が食べたいですか。	מה אתה רוצה לאכול?	אני לא רוצה לאכול אותם.	רוצים לצאת לאכול בחוץ?	רוצים לעזור לי בגינה?	איך זה הרגיש?	מה עושים נוירולוגים?	באיזו עמדה אתה משחק?
食べ	594838641	ja	he	何か食べたい。	אני רוצה לאכול משהו.	היית יכול לומר משהו.	אני רוצה לאכול מנגו.	אני מוכנה ללכת בעקבותיך.	אני חייבת לאכול לאט.	אני כמהה אליך חזק.	אני עובדת במשמרות כפולות.
食べ	436488887	ja	he	何か食べたい？	את רוצה לאכול משהו?	את רוצה שאעזור לך?	את רוצה לדבר איתי?	את יכולה לראות משהו?	תום סיפר לכם משהו?	את רוצה לשתות משהו?	את תשלמי על זה!
食べ	986990205	ja	he	何が食べたいの？	מה את רוצה לאכול?	כן? מה את מחפשת?	איפה את רוצה לאכול?	את מה אתה מחפש?	את מה הם רצו?	מה עוד תרצי לאכול?	כמה זה בסך הכול?
食べ	1406105239	ja	he	何を食べたいですか？	איזה סוג בא לך לאכול?	אבל אני מרגיש בריא יותר כצמחוני.	האם הרגשת פחד או שמח?	אבל לפעמים הם מרגישים כל כך אמיתיים...	מה אתה רוצה לאכול קודם?	איזה סוג אומנות אתה הכי אוהב?	איזה סוג של עוגות יש להם?
食べ	1406105239	ja	he	何を食べたいですか？	מה אתה רוצה לאכול?	אני לא רוצה לאכול אותם.	רוצים לצאת לאכול בחוץ?	רוצים לעזור לי בגינה?	איך זה הרגיש?	מה עושים נוירולוגים?	באיזו עמדה אתה משחק?
食べ	1406105239	ja	he	何を食べたいですか？	מה את רוצה לאכול?	כן? מה את מחפשת?	איפה את רוצה לאכול?	את מה אתה מחפש?	את מה הם רצו?	מה עוד תרצי לאכול?	כמה זה בסך הכול?
食べ	2084414764	ja	he	何か食べたいな。	הייתי רוצה לאכול משהו.	בוא ננסה לארגן משהו.	נצל את החופשות שלך.	הייתי רוצה כוס קפה.	אל תשתומם, עשה משהו.	הייתי בבוסטון לפני שנה.	הייתי מבקש לשתות משהו.
食べ	2084499666	ja	he	何が食べたいですか。	מה תרצה לאכול?	מה תרצי לאכול?	אתה יודע לצלול?	מה זו אהבה?	מה פירוש חפיץ?	שלום, מה תרצה?	מה קורה עכשיו?
食べ	436488887	ja	he	何か食べたい？	האם תרצה לאכול משהו?	האם תום אומלל ממשהו?	היא מצאה עבודה ככתבנית.	אתה רוצה שאעשה משהו?	האם לא תסיעי אותי?	האם די באלף ין?	אתה רוצה לאכול משהו?
食べ	594838641	ja	he	何か食べたい。	אני רוצה לאכול דבר מה.	אני חושבת שתום בכושר מצוין.	אני רוצה לקרוא דבר מה.	אני מצטער מאד שגרמתי לתאונה.	אני מצחצח תמיד לפני השינה.	אני רוצה לאכול ארוחת ערב	אני רוצה לאכול ארוחת בוקר
食べ	436488887	ja	he	何か食べたい？	האם אתה רוצה לאכול משהו?	האם אפשר לשאול אותך משהו?	האם אכלת אם כך בבית?	אין לי דעה על כך.	אתם סבורים שתום ראה משהו?	האם הם אמרו מה שקרה?	תום, אני יכולה להגיד משהו?
